Store,store_name,Group_store,store_longitude,store_latitude,store_address
181,THE ALLEY HỒNG BÀNG,THE ALLEY,106.6477594,10.7537981,"493 Hồng Bàng, Phường 14, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM"
182,Đen Đá Coffee Phan Xích Long,Đen Đá Coffee,106.684646,10.800134,"277 Phan Xích Long, Phường 2, Quận Phú Nhuận"
183,Đen Đá Coffee Phan Văn Trị,Đen Đá Coffee,106.691778,10.824297,"366 Phan Văn Trị, Quận Gò Vấp"
184,Đen Đá Coffee Pasteur,Đen Đá Coffee,106.698217,10.778466,"182 Pasteur, P.Bến Nghé, Quận 1"
185,The Coffee House Lý Thường Kiệt,The Coffee House,106.6553653,10.771892,"249 Lý Thường Kiệt, P.15, Q.11, Thành Phố Hồ Chí Minh, Việt Nam"
186,The Coffee House CMT8,The Coffee House,106.6786993,10.778368,"130 Cách Mạng Tháng 8, P.10, Q.3, Thành Phố Hồ Chí Minh, Việt Nam"
187,Gong Cha Phan Xích Long,Gongcha,106.685556,10.797673,"347 Phan Xích Long, Phường 1, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM"
188,Sharetea Phạm Ngọc Thạch,Sharetea,105.831999,21.006958,"88 Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM"
189,Toocha 236K Lê Văn Sỹ,Toocha,106.666603,10.795758,"236K Lê Văn Sỹ, Phường 1, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
190,Gongcha Vinhomes,Gongcha,106.7219896,10.7947506,"C1 SH04 Vinhome CP 208 Nguyễn Đức Cảnh, Phường 22, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM"
191,Sharetea Vinhomes Central Park,Sharetea,106.721268,10.793511,"Vinhomes Central Park 208 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM"
192,YiFang Tea Phan Văn Trị,YiFang Tea,106.6900526,10.825854,"366a Phan Văn Trị, phường 5, quận Gò Vấp, Hồ Chí Minh, Việt Nam"
193,Royal Tea Quận 12,ROYAL TEA,106.6457999,10.8765282,"10 Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM"
194,Cheese Coffee Thành Thái,Cheese Coffee,106.6640764,10.7753329,"154 Thành Thái, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
195,LiBB House Coffee & Tea,LIBB HOUSE COFFEE,106.6617248,10.7646112,"198B  Nguyễn Kim, Phường 6, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
196,Smoothie - Crescentmall,Smoothie,106.7186764,10.7287309,"Crescent Mall - 101  Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
197,Gong Cha Thủ Dầu Một,Gongcha,106.6699194,10.9749666,"309A-311 Đại Lộ Bình Dương, khu 12, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương, VIỆT NAM"
198,Sharetea Nguyễn Hữu Huân,Sharetea,105.85428799999998,21.034518,"32 - 34 Nguyễn Hữu Huân, Phường Đồng Xuân, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
199,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
200,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
201,Gong Cha Aeon Mall Bình Dương,Gongcha,106.7116132,10.931964,"1 Đại lộ Bình Dương, Khu 12, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương, VIỆT NAM"
202,The Coffee House Bùi Thị Xuân,The Coffee House,105.8476623,21.013409,"122 Bùi Thị Xuân, Q.Hai Bà Trưng, Hà Nội, Việt Nam"
203,Hestia Coffee & Milktea 378 Võ Văn Tần,HESTIA CAFÉ,106.6844022,10.7704319,"378 Võ Văn Tần, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM"
204,Share Tea Tôn Thất Thiệp,Sharetea,106.701994,10.773241,"33 Tôn Thất Thiệp, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
205,Toocha Garden Mall,Toocha,106.657143,10.7545959,"190, Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh, Việt Nam"
206,3T COFFEE QUẬN 1,3T COFFEE,106.686097,10.7939813,"355 Hoàng Sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
207,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
208,thealleyphanxichlong,THE ALLEY,106.68955359999998,10.7975269,"204 Phan Xích Long, Phường 2, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM"
209,Passio - 126 Điện Biên Phủ,Passio,106.696109,10.789225,"126 Điện Biên Phủ, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
210,Toocha 30 Bờ Bao Tân Thắng,Toocha,106.6175257,10.8016988,"30 Bờ Bao Tân Thắng, Phường Tân Kỳ, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM"
211,TocoToco - Nguyễn Tri Phương,Tocotoco,106.66842,10.762822,"306 Nguyễn Tri Phương, Phường 4, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
212,The Coffee House Trương Công Định,The Coffee House,106.6385861,10.7952662,"45 Trương Công Định, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
213,Toocha Phan Văn Trị,Toocha,106.690991,10.824898,"366A23-A24  P5 Quận Gò Vấp Phan Văn Trị, Phường 5, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM"
214,KOI Aeon Tân Phú,KOI Thé,106.6175257,10.8016988,"F70, Tầng 1, Số 30 Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM, VN"
215,BA LÁ TRÀ 515A NGUYỄN TRI PHƯƠNG,BA LÁ TRÀ,106.6674818,10.7657818,"515A Nguyễn Tri Phương, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
216,Tocotoco - 114 Cầu Gỗ,Tocotoco,105.851666,21.032243,"114 Cầu Gỗ, Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
217,Tocotoco - 387 Trương Định,Tocotoco,105.8465329,20.985497,"387 Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội, VIỆT NAM"
218,KOI Thé Võ Văn Ngân,KOI Thé,106.758584,10.851157,"327 Võ Văn Ngân, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM"
219,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
220,ViVa Coffee 45 Hoàng Hoa Thám,VIVO COFFEE,106.647116,10.799815,"45 Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
221,Laha Coffee Điện Biên Phủ Quận 3,LAHA COFFEE,106.6822406,10.7752239,"343 Điện Biên Phủ, Phường 4, Quận 3, TP Hồ Chí Minh"
222,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
223,The Coffee House Nguyễn Thái Bình,The Coffee House,106.6966883,10.768198,"141 Nguyễn Thái Bình, P.Nguyễn Thái Bình, Q.1, Thành Phố Hồ Chí Minh, Việt Nam"
224,Toocha Vivo City,Toocha,106.690991,10.824898,"Lầu 4 Vivo City Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
225,Gong Cha Hội An,Gongcha,108.3246274,15.8771783,"40 Công Nữ Ngọc Khối Hoài Phô, Phường Cẩm Phô, Thành phố Hội An, Quảng Nam, VIỆT NAM"
226,Yifang Tea số 3 huỳnh thúc kháng,YiFang Tea,106.703648,10.773598,"3 Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
227,CAFE 63 SINCE 1987,CAFE 63,105.848725,21.017005,"63  Trần Nhân Tông, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM"
228,Phúc Long Coffee & Tea House - 1B Cộng Hòa,Phúc Long Coffee & Tea House,106.660673,10.800496,"1B-1B1 Cộng Hòa, Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
229,thealleyquan21,THE ALLEY,106.7357929,10.7809452,"17 Mai Chí Thọ, Phường Bình Khánh, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM"
230,Gongcha Phú Mỹ Hưng,Gongcha,106.7137228,10.7221326,"175 Tôn Dật Tiên, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
231,ROYAL TEA,ROYAL TEA,105.83148999999999,21.021715,"215 Tôn Đức THắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội, VIỆT NAM"
232,R&B Tea Nguyễn Thái Học,R&B Tea,106.6970321,10.7650652,"84 Nguyễn Thái Học, Phường Cầu ông Lãnh, Quận 1, Hồ Chí Minh"
233,Gong Cha Vũng Tàu,Gongcha,107.0848923,10.3391965,"117 Hoàng Hoa Thám, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu, VIỆT NAM"
234,Toocha Phan Xích Long,Toocha,106.687828,10.798712,"328-330  Phan Xích Long, Phường 1, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM"
235,KOI Thé Pasteur,KOI Thé,106.701643,10.773383,"120 PASTEUR, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
236,KOI THÉ AEON MALL,KOI Thé,106.611974,10.743101,"Lô F29B, Aeon Mall Bình Tân, số 01  17A, Phường Bình Trị Đông B, Quận Bình Tân, Thành Phố Hồ Chí Minh, VIỆT NAM"
237,Passio - Him Lam,Passio,106.6955964,10.7438256,"Him Lam Đường D1, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
238,Phúc Long Coffee & Tea House - 26 Huỳnh Thúc Kháng,Phúc Long Coffee & Tea House,106.702606,10.772912,"26 Huỳnh Thúc Kháng, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
239,Phúc Long Coffee & Tea House - Kha Vạn Cân,Phúc Long Coffee & Tea House,106.7558348,10.8554018,"1012 Kha Vạn Cân, P. Linh Chiểu, Quận Thủ Đức"
240,Gongcha Thủ Đức,Gongcha,106.76670590000002,10.8496104,"101 Dân Chủ, KP2, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM"
241,Toco Toco Dân Chủ - Thủ Đức,Tocotoco,106.76667,10.849398,"95 Dân Chủ, Khu phố 2, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM"
242,Phúc Long Coffee & Tea House - 218A Tô Hiến Thành,Phúc Long Coffee & Tea House,106.66978799999998,10.770943,"218A  Thành Thái, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
243,B59 COFFEE,B59 COFFEE,105.815958,20.993166,"59 Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội, VIỆT NAM"
244,The Coffee House Trần Quốc Thảo,The Coffee House,106.6796353,10.785435,"183F Trần Quốc Thảo, P.9, Q.3, Thành Phố Hồ Chí Minh, Việt Nam"
245,KOI THÉ PEARL PLAZA,KOI Thé,106.718553,10.800325,"L1-01 561A Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM"
246,SOYA GARDEN HỒ ĐẮC DI,Soya Garden,105.8306028,21.011268,"3 Hồ Đắc Di, Nam Đồng, Đống Đa, Hà Nội, Việt Nam"
247,The Coffee House 178 Hậu Giang,The Coffee House,106.6227733,10.745917,"178 Hậu Giang, Phường 6, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM"
248,Effoc Coffee Nguyễn Văn Quá,Effoc Coffee,106.629985,10.838567,"96/3 Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM"
249,Soya Garden - Vũ Huy Tấn,Soya Garden,106.6925826,10.7954366,"19M Khu dân cư Miếu Nổi, đường Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, Thành phố Hồ Chí Minh"
250,Gongcha Vincom B,Gongcha,106.7020079,10.7787543,"45A Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
251,The Coffee House Huỳnh Tấn Phát,The Coffee House,106.728922,10.747123,"400A Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
252,Phúc Long Coffee & Tea House - Phúc Long Trần Duy Hưng Hà Nội,Phúc Long Coffee & Tea House,105.802901,21.013985100000014,"Đường Trần Duy Hưng, P. Trung Hòa, Quận Cầu Giấy, TP. Hà Nội"
253,Gongcha Nguyễn Thái Bình,Gongcha,106.658634,10.7995493,"59 Nguyễn Thái Bình, Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
254,Laha Coffee Trường Chinh Quận Tân Bình,LAHA COFFEE,106.6452902,10.7967961,"277a Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh, Việt Nam"
255,CAFE BABA,CAFE BABA,105.807777,21.019921,"33 Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM"
256,YiFang Tea Hậu Giang,YiFang Tea,106.645475,10.749868,"116 Đường Hậu Giang, phường 6, Quận 6, Hồ Chí Minh, Việt Nam"
257,Smoothie - Đề Thám,Smoothie,106.693564,10.767897,"223 Đề Thám, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
258,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
259,TocoToco - Nguyễn Thị Thập,Tocotoco,106.708266,10.738987,"465 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
260,Heekcaa Saigon - Cửa hàng Phạm Hùng,HEEKCAA,106.669067,10.741583,"179A Phạm Hùng, Phường 4, Quận 8, Thành Phố Hồ Chí Minh, VIỆT NAM"
261,TocoToco - Huỳnh Tấn Phát,Tocotoco,106.7370277,10.7138524,"1360 Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
262,MR GOODTEA,MR GOOD TEA,105.832202,20.992677,"212 Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội, VIỆT NAM"
263,The Coffee House Hoà Bình,The Coffee House,106.640941,10.768751,"44 Hòa Bình, Phường 5, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM"
264,Phúc Long Coffee & Tea House - Crescent Mall,Phúc Long Coffee & Tea House,106.71858600000002,10.729135,"Tầng trệt, TTTM Crescent, Số 101 Tôn Dật Tiên, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
265,Effoc Coffee Nguyễn Thị Kiêu,Effoc Coffee,106.6529834,10.8756605,"111 Nguyễn Thị Kiêu, Phường Thới An, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM"
266,thealleynguyenhue,THE ALLEY,106.703539,10.7747746,"68 Nguyễn Huệ, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
267,Phúc Long Coffee & Tea House - 42 Phạm Hồng Thái,Phúc Long Coffee & Tea House,106.695584,10.771255,"42 Phạm Hồng Thái, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
268,TOCOTOCO 201 ĐIỆN BIÊN PHỦ ,Tocotoco,106.7061096,10.7998683,"201 Điện Biên Phủ,P.15,Q. Bình Thạnh"
269,The Coffee House Bình Phú,The Coffee House,106.630231,10.743629,"111 - 113 Bình Phú, Phường 10, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM"
270,The Coffee House Sư Vạnh Hạnh,The Coffee House,106.6663125,10.7740991,"798 Sư Vạn Hạnh, P.10, Q.10, Thành Phố Hồ Chí Minh, Việt Nam"
271,Tocotoco - Số 2 Trần Thái Tông,Tocotoco,105.78927659999998,21.0360469,"2 Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội, VIỆT NAM"
272,MLC Trần Hưng Đạo ,My Life Coffee,106.692284,10.76429,"257  Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
273,Taster's Choice Lương Định Của,Taster's Choice,105.836114,21.004979,"4 - B14 Lương Định Của, Hà Nội"
274,The Coffee House Biên Hoà,The Coffee House,106.830068,10.947749,"R132 Võ thị Sáu KP7, Phường Thống Nhất, Quận Biên Hoà, Thành Phố Hồ Chí Minh, VIỆT NAM"
275,Gong Cha - Estella,Gongcha,106.7484399,10.801837400000002,"L2-4, Tầng 2, Trung tâm thương mại Estella Place, 88 Song Hành, An Phú, Q.2, Tp.HCM, Việt Nam"
276,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
277,The Coffee House KĐT Trung Yên,The Coffee House,105.801702,21.01446,"12 Lô 14B, KĐT Mới Trung Yên, Trung Hòa, P.Trung Hoà, Q.Cầu Giấy, Hà Nội, Việt Nam"
278,The Coffee House Nguyễn Khánh toàn,The Coffee House,105.7977929,21.0388207,"160 Nguyễn Khánh Toàn, P.Quan Hoa, Q.Cầu Giấy, Hà Nội, Việt Nam"
279,Gong Cha Hoàng Đạo Thúy,Gongcha,105.8029221,21.0083109,"Tòa nhà 34T phố Hoàng Đạo Thúy,, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM"
280,BIDI COFFEE,BIDI COFFEE,106.6895249,10.7952997,"215 hoàng sa, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
281,Gong Cha Giảng Võ,Gongcha,105.8222874,21.0261162,"D2 Giảng Võ, Phường Ngọc Hà, Quận Ba Đình, Hà Nội, VIỆT NAM"
282,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
283,Gong Cha Lý Thường Kiệt,Gongcha,105.8455657,21.0249692,"56 Lý Thường Kiệt, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
284,Phúc Long Coffee & Tea House - Lotte Mart Q11,Phúc Long Coffee & Tea House,106.657075,10.763126,"1F-03 Tầng 1, Số 968 Đường 3/2, Phường 15, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM"
285,The Coffee House Ngô Thời Nhiệm,The Coffee House,106.6876763,10.780728,"6A Ngô Thời Nhiệm, P.7, Q.3, Thành Phố Hồ Chí Minh, Việt Nam"
286,Toocha 229 - 233 Hoàng Diệu ,Toocha,106.7026322,10.7623328,"229 - 233 Hoàng Diệu, Phường 8, Quận 4,Thành Phố Hồ CHí Minh, VIỆT NAM"
287,Tocotoco - 102 Trần Duy Hưng,Tocotoco,105.8058402,21.0163703,"102 Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM"
288,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
289,Tocotoco - Vincom Nguyễn Chí Thanh,Tocotoco,105.8088928,21.0235358,"Vincom Center, 54 Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội, VIỆT NAM"
290,The Coffee House Tân Sơn Nhì,The Coffee House,106.632914,10.801008,"141 - 143 Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM"
291,Laha Coffee Nguyễn Thị Minh Khai Quận 1,LAHA COFFEE,106.70085559999998,10.785951400000002,"18A Nguyễn Thị Minh Khai, phường Đa Kao, Quận 1, Hồ Chí Minh, Việt Nam"
292,Passio - 3 Nguyễn Lương Bằng,Passio,106.7215659,10.729267300000002,"03  Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
293,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
294,Passio - 7/28 Thành Thái,Passio,106.6660519,10.7692119,"7/28 Thành Thái, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
295,Phúc Long Coffee & Tea House - Ngô Gia Tự,Phúc Long Coffee & Tea House,106.703325,10.72954,"317 Ngô Gia Tự, phường 3, Quận 10, Hồ Chí Minh, Việt Nam"
296,Toocha 175 Lê Văn Việt,Toocha,106.778349,10.846945,"175 Lê Văn Việt, Phường Hiệp Phú, Quận 9, Thành Phố Hồ Chí Minh, VIỆT NAM"
297,The Coffee House Duy Tân,The Coffee House,105.785255,21.031028,"36 Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Ha Nội, VIỆT NAM"
298,Đen Đá Sư Vạn Hạnh,Đen Đá Coffee,106.667176,10.775744,"543 Sư Vạn Hạnh, Phường 3, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
299,TRÀ SỮA KUBIN,TRÀ SỮA KUBIN,106.68102009999998,10.7786873,"35 Nguyễn Phúc Nguyên, Phường 10, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM"
300,Passio - 279 Nguyễn Thái Bình,Passio,106.6541566,10.796946,"279 Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
301,LAHA COFFEE UNG VĂN KHIÊM BÌNH THẠNH,LAHA COFFEE,106.7159429,10.8081367,"63 Ung Văn Khiêm, Phường 25, Bình Thạnh, Hồ Chí Minh, Việt Nam"
302,Toocha 439 Nguyễn Thị Thập,Toocha,106.7051919,10.7396785,"439 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
303,Cafe Muối,CAFE Muối,105.858409,21.019997,"18A Lê Thánh Tông, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
304,The Coffee House Luỹ Bán Bích,The Coffee House,106.634359,10.7863229,"787 Lũy Bán Bích, Phường Phú Thọ Hoà, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM"
305,YiFang Tea 738 Sư Vạn Hạnh,YiFang Tea,106.6714202,10.7721325,"738 Hẻm Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh, Việt Nam"
306,Tocotoco - 11 Trường Sơn,Tocotoco,106.6663603,10.7854108,"11 Trường Sơn, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
307,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
308,Cafe Muối,CAFE Muối,105.858409,21.019997,"18A Lê Thánh Tông, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
309,ROYAL TEA,ROYAL TEA,105.8118903,21.0345638,"30 Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội, VIỆT NAM"
310,thealleynguyenduccanh,THE ALLEY,106.70881570000002,10.7242006,"137 Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
311,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
312,Gong Cha Mỹ Tho,Gongcha,106.3620813,10.3605249,"212 Nam Kỳ Khởi Nghĩa, Phường 7, Thành phố Mỹ Tho, Tiền Giang, VIỆT NAM"
313,The Coffee House Bình Thới,The Coffee House,106.64848,10.762211,"45 dường số 5 cư xa Bình Thới, Phường 8, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM"
314,Passio - 9 Nguyễn Đình Chiểu,Passio,106.697686,10.787918,"09  Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
315,Tocotoco- 4/34 Nguyễn Oanh,Tocotoco,106.675571,10.839452,"4/34 Nguyễn Oanh, Phường 17, Quận 8"
316,Toocha Hà Huy Giáp ,Toocha,106.82258600000002,10.948761,"166  Hà Huy Giáp , Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai, VIỆT NAM"
317,Cheese Coffee Hồng Bàng,Cheese Coffee,106.660263,10.7547084,"307 Hồng Bàng, Phường 11, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM"
318,Phúc Long Coffee & Tea House - Bình Dương,Phúc Long Coffee & Tea House,106.711546,10.932419,"G31, Aeon Mall Bình Dương Đại lộ Bình Dương, Phường Thuận Giao, Thị xã Thuận An, Bình Dương, VIỆT NAM"
319,Phúc Long Coffee & Tea House - 21 NTMK,Phúc Long Coffee & Tea House,106.699692,10.784272,"21-23 Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
320,Toocha 175B Cao Thắng,Toocha,106.6755872,10.7747088,"175B Cao Thắng, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
321,Soya Garden - Lê Văn Sỹ,Soya Garden,106.6792699,10.7872695,"320 Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh, Việt Nam"
322,Tocotoco - HH4C Linh Đàm,Tocotoco,105.8260569,20.9635352,"54 - 56, Tòa HH4C Linh Đàm, 56 Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội, VIỆT NAM"
323,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
324,Tocotoco - 259 Bạch Mai,Tocotoco,105.8510295,21.0030429,"259 Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM"
325,vivastar99dt1,VIVO COFFEE,106.6589493,10.7826294,"99 Đất Thánh, Phường 6, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
326,Royal Tea 111 Nguyễn Thái Học.,ROYAL TEA,106.695474,10.767431,"111 Nguyễn Thái Học, Phường Cầu Ông Lãnh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
