Store,store_name,Group_store,store_longitude,store_latitude,store_address
40,Tocotoco - Cao Thắng HCM,Tocotoco,106.6826831,10.7697654,"58 Cao Thắng, Phường 5, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM"
41,The Coffee House Phạm Ngũ Lão,The Coffee House,106.694525,10.769206,"159 Phạm Ngũ Lão, Quận 1, Hồ Chí Minh, Việt Nam"
42,The Coffee House Hoàng Cầu,The Coffee House,105.8208385,21.0163394,"68A Hoàng Cầu, P.Chợ Dừa, Q.Đống Đa, Hà Nội, Việt Nam"
43,TOOCHA D2,Toocha,106.716077,10.80654,"130 D2, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM"
44,Phúc Long Coffee & Tea House - Lotte Q7,Phúc Long Coffee & Tea House,106.701859,10.740584,"1F-32 Tầng 1 Lotte Mart Nam Sài Gòn, Số 469 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM"
45,Đen Đá Coffee Hàm Nghi,Đen Đá Coffee,106.702881,10.771216,"96 Hàm Nghi, Phường Bến Nghé, Quận 1"
46,Gong Cha Hải Phòng,Gongcha,106.6833252,20.8575245,"Số 21A Trần Hưng Đạo, Phường Hoàng Văn Thụ, Quận Hồng Bàng, Hải Phòng, VIỆT NAM"
47,The Coffee House Phạm Ngọc Thạch,The Coffee House,106.694555,10.784872,"19B Phạm Ngọc Thạch, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM"
48,Yifang Tea Giảng Võ,YiFang Tea,105.8293569,21.0310671,"153 Giảng Võ, Đống Đa, Hà Nội, Việt Nam"
49,LEE KIM CHI COFFEE,LEE KIM CHI COFFEE,106.6840129,10.786586,"148/23 Lý Chính Thắng, Phường 7, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM"
50,The Coffee House KDC Trung Sơn,The Coffee House,106.689368,10.73583,"112 - 114 đường 9A, Khu dân cư Trung Sơn, Phường Bình Hưng, Quận Bình Chánh, Thành Phố Hồ Chí Minh, VIỆT NAM"
51,Sharetea Nguyễn Sơn,Sharetea,106.630247,10.781518,"69A Nguyễn Sơn, Phường Tân Quý, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM"
52,MR GOOD TEA,MR GOOD TEA,105.8625069,20.991361,"107A9 Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội, VIỆT NAM"
53,The Coffee House Đặng Văn Bi,The Coffee House,106.760202,10.84753,"201 Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM"
54,The Coffee House Ngô Tất Tố,The Coffee House,106.7082902,10.7929678,"14B1 Ngô Tất Tố, P.22, Q.Bình Thạnh, Thành Phố Hồ Chí Minh, Việt Nam"
55,The Coffee House Thống Nhất,The Coffee House,106.66468,10.841706,"355 Đường Thống Nhất, phường 11, Thành phố Hồ Chí Minh, Việt Nam"
56,Phúc Long Coffee & Tea House - Nguyễn Đình Chiểu Bình Dương,Phúc Long Coffee & Tea House,106.6548654,10.979926400000002,"44 Nguyễn Đình Chiểu, P. Phú Cường,TP Thủ Dầu 1, Bình Dương"
57,Bobapop 58 Phan Đình Phùng,Bobapop,108.8013231,15.1249255,"58 Phan Đình Phùng, Thành Phố Quãng Ngãi, VIỆT NAM"
58,thealleyhotungmau,THE ALLEY,106.70344109999998,10.7731476,"114 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
59,SHARETEA Dân Chủ,Sharetea,106.766861,10.849795," 107  Dân Chủ, Phường Bình Thọ, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM"
60,TocoToco - Sư Vạn Hạnh,Tocotoco,106.6705382,10.7703311,"770B Sư Vạn Hạnh, Phường 10, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
61,Trung Nguyên Legend,Trung Nguyên Legend,105.849734,21.028387,"08 Nhà Chung, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM"
62,YiFang Tea Ecopark,YiFang Tea,105.9235454,20.9731662,"C96 Phố Trúc, Khu đô thị Ecopark, Văn Giang, Hưng Yên"
63,Sawadee Quận 10,Sawadee,106.6657155,10.7594322,"388 Nguyễn Chí Thanh, Phường 5, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
64,Effoc Coffee Phan Văn Trị,Effoc Coffee,106.6881159,10.82711,"661 Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM"
65,TocoToco - Nguyễn Thái Sơn,Tocotoco,106.685095,10.820275,"38 Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM"
66,Phúc Long Coffee & Tea House - Trường Chinh,Phúc Long Coffee & Tea House,106.638596,10.800711,"493 Trường Chinh, Phường 13, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
67,Ihouse Coffee,IHOUSE CAFÉ,106.6632185,10.7817421,"i4b-i4c Hương Giang, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM"
68,Đen Đá Coffee Bình Thạnh,Đen Đá Coffee,106.715833,10.806056,"26 - 28 đường D2, quận Bình Thạnh"
69,Tocotoco - 91 Nguyễn Sơn,Tocotoco,106.62970520000002,10.7818104,"91 Nguyễn Sơn, phường Phú Thạnh, Tân Phú, Hồ Chí Minh, Việt Nam"
70,Toocha Cộng Hòa ,Toocha,106.65156100000002,10.801926,"162-164 P12 Quận Tân Bình Cộng Hòa , Phường 12, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM"
71,Toocha 510 Nguyễn Thị Minh Khai,Toocha,106.681936,10.7659346,"510 Nguyễn Thị Minh Khai, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
72,Tocotoco - 157 Nguyễn Văn Cừ,Tocotoco,105.8718657,21.0437755,"157 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội, VIỆT NAM"
73,Tocotocoo - 295 Dương Bá Trạc,Tocotoco,106.689259,10.744704,"295 Dương Bá Trạc, Phường 1, Quận 8, Thành Phố Hồ Chí Minh, VIỆT NAM"
74,The Coffee House Lê Thị Riêng,The Coffee House,106.691421,10.772402,"47 Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM"
75,Cheese Coffee Hoa Lan,Cheese Coffee,106.6903757,10.7968049,"47G Hoa Lan, Phường 2, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM"
76,The Coffee House Cao Thắng,The Coffee House,106.6791399,10.771416699999998,"88 Cao Thắng, P.3, Q.3, Thành Phố Hồ Chí Minh, Việt Nam"
