User,user_id
117,248292985632271399
118,250015758489398762
119,251369310255074385
120,252527213843264760
121,257066012490302432
122,259582742418311440
123,263707765803937219
124,263870932413340560
125,271118940265767320
126,279423745137238928
127,280353307372761651
128,283232301842659209
129,284636451027219709
130,284837938718705090
131,288556858112593507
132,288737065555858710
133,289522477949101198
134,291083427208788228
135,292167552077771269
136,296274323164869831
137,296575572384437485
138,297718910214922743
139,298323654005451708
140,305145901294559804
141,305652385567853126
142,307323832331568137
143,308530962870451933
144,312853090670941406
145,320726286422104321
146,322194223691450335
147,322694582214162215
148,325641253498834027
149,326104894688851360
150,326982053579440465
151,330434598656997340
152,331491006053906402
153,333379162172028392
154,335148239136009342
155,336191425911466540
156,341483226943184391
157,343060698455929229
158,343782862022016316
159,343998275913348070
160,344186808315492618
161,348213304423649900
162,348720614993594371
163,350266394954610808
164,362535885709896990
165,363215945564857908
166,365135331978998854
167,370101499296758263
168,372789755039166054
169,374759088871823269
170,376762378491566495
171,379095508862515902
172,380000259831377509
173,381075649367459027
174,386542382357008483
175,386897276053123154
176,387203033830358694
177,390088576770196600
178,390584909981917427
179,391626940047254650
180,392701948185591150
181,393512150880958595
182,394967132206540309
183,395715409971251851
184,398680331310142105
185,398747503454698691
186,401171502977573378
187,401311673249425859
188,404762289980409331
189,406023812820093695
190,408321279201414935
191,414084941746799985
192,414460019804992789
193,416025071498870686
194,417966979015826501
195,418571330605828562
196,418668533774423802
197,421054165724022513
198,423686409169822436
199,424248439954316745
200,425967213094403858
201,427674656842226064
202,428508781776157634
203,431096408888450033
204,437939580699066484
205,438581779600573620
206,439033282910450694
207,439231091727599567
208,441434999791403148
209,442279026094532111
210,442458354614348581
211,448984552323641785
212,454145799932472549
213,455414935133432432
214,456297379553568693
215,458248071915337436
216,458588563829009294
217,459596677628023706
218,469283836486048215
219,471947670136553124
220,472599584166499089
221,474427272105175882
222,475756137408783834
223,479607791064549825
224,483074318387717589
225,485448192427723965
226,486161103572004127
227,490389853923743089
228,491818133943197532
229,492198054163415494
230,492396138962646427
231,495267804638218961
232,500301558321234927
233,500477823880648010
234,501663635790538172
235,506674329341231151
236,511485154110016115
237,512450489476036009
238,512979495839285441
239,515885353884817500
240,517935274285202096
241,521591214737650042
242,522120097671211163
243,522447374970784338
244,523122946194049730
245,530984379206360801
246,534464060594139526
247,535871638355993794
248,536181496700413810
249,541160808778861352
250,542483056187717606
251,544920337926478683
252,545293496638254537
253,545684832422161280
254,547685033246272894
255,552819653601299985
256,553865122877781651
257,554140386166089094
258,554918742741134215
259,556760244843311930
260,559378987686466087
261,561579578169525458
262,563247223872293828
263,563695058828424753
264,564199458425504759
265,567148112713524698
266,567664601846504578
267,572101026152117967
268,572710431209515472
269,574490463018843769
270,576643508614097665
271,579382255176244283
272,585137428185688108
273,590033215462863057
274,590806052482237920
275,590980481214184373
276,593036740520013057
277,595259505981948209
278,595459463007901319
279,601912555952753288
280,602101031402312741
281,604277952468487328
282,606994956792237343
283,608452084619058900
284,608635288736992898
285,609173334703266763
286,609842948390941646
287,611528308702333788
288,611811437178896121
289,614235013886127944
290,614880719848930363
291,615786769104186515
292,618141409714557973
293,618458281794322817
294,620620350659892760
295,622623612306121118
296,625142942359062494
297,626064822928306851
298,629405858647305988
299,631346472812962858
300,632280648993332266
301,635176880853190278
302,638438539945310181
303,641142349096445796
304,642584214425464554
305,652054288080322350
306,653981663333261883
307,654608693796038022
308,659357562340176379
309,662296995934901297
310,663022651802666378
311,663046816616403579
312,666998058906292415
313,672045337735197101
314,673437286112239131
315,674135273758668550
316,676482571150393998
317,677370550389767420
318,677789026657312473
319,679291359296793865
320,680416377076954871
321,685062780206581453
322,688372445705447137
323,694322890537656213
324,697004646521947678
325,697518555210723830
326,698240040601466002
327,698421173326546833
328,702263711095760687
329,705831561787399615
330,705874651089209713
331,707558327189728716
332,708513137366146802
333,708710575115321814
334,713682954915802461
335,715172446545510131
336,715548156111107753
337,718702677752027510
338,721490133625373545
339,722641372318925310
340,723926313787380329
341,728309084401984554
342,729866112955139724
343,731512027424903113
344,734877959837202845
345,736135390903924650
346,737187363507059288
347,742097230348427733
348,742854587752333817
349,744216315586415648
350,752023448128791129
351,755064254917577907
352,756575918443684696
353,759560444050050867
354,762860568014997498
355,765999595261093128
356,769898520667660063
357,770935927123772991
358,771215784936584117
359,775128989731018113
360,776245512639459705
361,788644508578793488
362,793723792059546681
363,793857998264677757
364,795850857571412388
365,797555130677901634
366,798881110160596696
367,800458574205480671
368,802469968793663151
369,802826957870390464
370,803060190605779919
371,808442758798315649
372,809052339539509536
373,810615632567898818
374,812191186507058552
375,814345477772180285
376,814430023251641266
377,815073886155373480
378,816230264543130564
379,816987549065087430
380,817394222250607305
381,817805842812963002
382,828159167628201734
383,829465781345277073
384,829570022861655249
385,830717191049065393
386,832595990187359055
387,833925712132112438
388,834180846725073458
389,835430798217694858
390,842727336097775703
391,842732681806872122
392,843211018041931442
393,847567531011772453
394,848446900417078928
395,849640440334908264
396,849759757079817824
397,851128609289488246
398,852890261452434928
399,854243349927435998
400,854732418041231102
401,861719486150237777
402,862055614587840201
403,864936951472453547
404,865281569571798757
405,866660865759550999
406,866769208630342084
407,868729188121930820
408,873139093231007151
409,881917997959479694
410,884406176489909605
411,884750432882424530
412,886461882561241501
413,893066675846092504
414,893623278944752535
415,894056094964602931
416,895845302215767549
417,897871079885088343
418,897909102566071167
419,898554924472888565
420,901176403108347320
421,905152508663341854
422,907577268258707620
423,907870443044632896
424,911552443712594373
425,914601574383160554
426,915981193284439009
427,921816525667289430
428,923494757312819241
429,923732823814085409
430,923755219527446088
431,925102307821475001
432,926434916057710758
433,928219143877179080
434,933914773511959071
435,935780835725349547
436,935868340780176837
437,938068905399222884
438,940699290344470601
439,942800047321817888
440,942877375774420447
441,944898159418059732
442,951566841945779497
443,956667820228264412
444,957580673586943574
445,958163880806549540
446,959981546765734557
447,964206098438998693
448,965732856877424259
449,965748262925926073
450,967003475659163579
451,967625031789339319
452,967840543642462338
453,970116445541821073
454,970540981630649000
455,971311299380754000
456,972468190989989062
457,972563702052540495
458,973173678479541536
459,982378954064688315
460,983163439076264255
461,986678444910636735
462,987772893243158720
463,993515020107253808
464,998771253455711706
465,1000936517935491425
466,1001114079146060789
467,1002916723376766575
468,1005424549872041052
469,1006781462841505494
470,1009747942239331933
471,1011052307506336132
472,1012309396476894201
473,1013892132402481188
474,1014150093646275631
475,1016647734892277477
476,1016738728861992274
477,1019405772165210426
478,1022230970696213945
479,1025049964860977310
480,1027599364128050088
481,1028096046287543590
482,1031305471700274317
483,1031640105616238585
484,1031711854207506803
485,1032060403269523380
486,1034718488657640078
487,1036014748545440755
488,1037124971603798983
489,1038586948141604743
490,1038674095683968430
491,1038944212545602859
492,1039275040554048985
493,1042507233488640468
494,1046494700271778123
495,1047122063385255548
496,1049998062359598684
497,1054698906703866340
498,1055105974744266378
499,1059542187518674670
500,1060100678255786236
501,1060370341125206129
502,1062142728747225977
503,1062916328144178570
504,1065384770016686030
505,1068808936006520430
506,1070365486390054552
507,1071004640061723759
508,1075192745194800003
509,1077093970400890122
510,1077442176430368717
511,1077626619196877713
512,1077746494659661456
513,1078780826962643121
514,1078910190055580459
515,1079082703277486732
516,1083907887616466570
517,1084616234366385583
518,1090417200068157405
519,1094276816684696125
520,1095662636435151621
521,1097711690315287377
522,1098823696778885558
523,1099908243027299592
524,1106308263387399580
525,1106742304353977384
526,1107450110345382558
527,1111664940168811165
528,1113905143663937798
529,1114237758543735874
530,1114821907685319205
531,1116373751792659998
532,1120647491571307703
533,1122263001813462696
534,1122548354116307899
535,1122609155875490698
536,1124631327421999180
537,1124990721357226405
538,1128075774947503371
539,1128076966541453163
540,1130659613802928501
541,1132513959237090237
542,1133231226197092015
543,1135158359447106998
544,1135322631799623470
545,1138409059101224162
546,1142921978084488780
547,1152631734870407628
548,1153204250204455558
549,1153382170570352318
550,1153562735251643539
551,1163841292831084478
552,1164036660916371766
553,1165017892093689571
554,1166658425617089225
555,1166722771662998895
556,1166803708085405332
557,1175567220723337937
558,1175772839163172338
559,1176025990366457193
560,1176494343753456483
561,1176523508042189058
562,1177361983914264673
563,1183072857865882783
564,1186712712759955450
565,1192570686741412205
566,1197227743880253702
567,1201018694491950672
568,1205010431087982034
569,1206456589104815959
570,1208522666210697456
571,1209186886233372942
572,1209232538074534478
573,1212075355642485999
574,1217392350517275433
575,1217871952401613538
576,1218539238146546681
577,1218699349652017491
578,1218887032866494313
579,1225807933967792855
580,1227749447180477766
581,1230730222796058638
582,1230837402542630291
583,1232565148792857774
584,1233264033200291245
585,1237049236983806076
586,1238245478241845122
587,1243682756897562581
588,1247286587000787346
589,1250042094567998226
590,1250347523796278408
591,1252570566621187792
592,1255468777505325734
593,1256221243907549863
594,1267620459647957865
595,1270060051674381069
596,1271149209783216937
597,1271694408385349505
598,1273794616629268204
599,1275580375052454029
600,1276043177721747119
601,1278380967143035890
602,1280218462788282948
603,1282151540347425262
604,1283461502277454020
605,1289611401956863441
606,1289724064833434002
607,1290140127999014280
608,1290578416984089675
609,1292627947779555804
610,1294051408264772787
611,1300606529601428536
612,1300629413793781678
613,1302212828019244213
614,1302641051043628048
615,1303087920274855601
616,1309149980479232521
617,1313755608807732975
618,1314637953649458240
619,1315806416648023375
620,1321436295380963483
621,1321784593146995130
622,1322448623085044205
623,1323277657445241883
624,1324765820723490585
625,1325772629020385301
626,1326408734494013773
627,1327275759019485181
628,1328803788016239905
629,1329482428703957538
630,1330647901572452369
631,1331911837457636811
632,1335184926440679579
633,1335246983651435860
634,1335811692432390890
635,1337479521167047587
636,1338131109946770190
637,1338758534797422253
638,1339143685008377295
639,1346315438549954219
640,1348344460973410896
641,1350124855644342518
642,1352125783529620711
643,1354326490286698179
644,1355469554718333341
645,1357489952791173958
646,1361076889247506644
647,1362865524005496140
648,1364813977676914048
649,1365033161639517634
650,1366467121922730985
651,1368280213886649857
652,1369387115326513186
653,1371200087932523588
654,1379449627512919411
655,1383213914541937309
656,1383277367788229005
657,1384719931282608742
658,1390168624048781609
659,1390847167737556069
660,1391070655178744720
661,1395043330266205256
662,1396616744162760996
663,1397234997190690844
664,1399063209878641863
665,1399946059509295478
666,1400430398376549864
667,1401220107936025586
668,1403426801962304162
669,1403576612082181354
670,1409369533091009230
671,1411155689320515675
672,1411207261088124529
673,1412501114464165763
674,1413976118270858897
675,1415355483216226234
676,1422018751595285083
677,1423419780818279194
678,1429963288514038331
679,1430790641259301270
680,1432325236945123453
681,1433558936331519333
682,1434883913948849654
683,1435875510428077019
684,1438312218709562390
685,1440771619742622111
686,1442157757074599884
687,1443695891486706185
688,1444427068037804255
689,1449408888476853278
690,1450641419901471330
691,1451075553938301057
692,1452020077933346996
693,1453833506983106341
694,1458248709873821872
695,1460167009664699155
696,1460456378021207212
697,1461855781328772793
698,1465266696597797484
699,1467944898863676339
700,1468093377017815652
701,1472442377703676854
702,1472701075087324796
703,1475617126620020899
704,1475964364252112824
705,1477541363161847197
706,1481787408099582081
707,1482041299342388889
708,1483658053927246745
709,1484569905351723094
710,1484977891756804259
711,1485913157276411283
712,1487094855073781076
713,1488133796071287491
714,1493481771010168928
715,1499130797341216417
716,1501255432135042845
717,1502333114249695107
718,1509291050946561207
719,1509788167337588395
720,1510429811804806830
721,1515100330957347812
722,1515849760448895915
723,1515897022477064047
724,1516330493257183025
725,1516852527869058801
726,1517385282009782225
727,1517446483870027249
728,1518176461172541407
729,1522291981816552960
730,1523041743297088947
731,1527678139667507413
732,1527719523565445399
733,1530075444269506418
734,1531602536635774193
735,1532612989519825908
736,1533113083643207850
737,1535242017946759986
738,1541333834872329966
739,1543621102307421895
740,1543909941945628452
741,1544334862754184607
742,1548549958507276461
743,1550217421202646915
744,1550603743401963876
745,1553086008347826851
746,1554229915877535342
747,1555621512521042437
748,1562238291976132510
749,1563097244783676125
750,1566411788356044463
751,1568601077414941327
752,1570386532512046505
753,1573638212242428546
754,1575540372724854716
755,1578743032532412834
756,1580706394457557203
757,1581310162590520466
758,1584894487066929713
759,1586442868477554303
760,1589635905845621320
761,1590579639119994420
762,1595928890647635510
763,1595935127066643645
764,1598384051484283348
765,1599495943267839645
766,1603420547647995131
767,1604000658070692693
768,1604375629474055219
769,1605396736302056403
770,1605816121322801520
771,1607898700405504455
772,1610522751624448912
773,1612911889872372985
774,1613748766806200291
775,1613828684856534300
776,1614223588521568940
777,1619578395108043455
778,1621400570666649876
779,1625382399834500982
780,1629572275017147534
781,1629665438457413586
782,1631160497208264311
783,1634182930333957238
784,1638202586922704560
785,1638859912117927170
786,1639085527302200149
787,1642339699921424451
788,1643522098217483631
789,1643688336811358494
790,1644851817672509659
791,1645129771177691093
792,1647922869402819028
793,1648114244258683315
794,1649326190021009355
795,1651221134082858893
796,1651326860569150800
797,1651765651325153205
798,1651916716887786618
799,1654270986844666447
800,1665941817262995604
801,1666450947957750261
802,1669026681227564143
803,1674192101621023753
804,1675672843247141176
805,1677804441941824226
806,1678177330228384721
807,1683130891886563793
808,1686431880361621694
809,1690085517183511320
810,1702511352193851708
811,1704961723517217447
812,1714912488630662637
813,1714964637360856127
814,1719937588572728168
815,1723702185478911707
816,1724935485377603555
817,1727964324773632511
818,1729967478985840161
819,1732207200397050834
820,1734518236451631352
821,1734519257136975996
822,1737386616073117752
823,1744412950610984326
824,1745946721634408069
825,1747293183584435923
826,1750406231911862971
827,1750963560508058422
828,1751879482888992032
829,1752464810590926193
830,1753012087050745706
831,1763100772904407487
832,1763629366427407001
833,1764841744254913362
834,1771015656389728189
835,1771345314720902961
836,1771950554749344185
837,1772536951470585487
838,1775949897986216879
839,1776224572513443939
840,1776746243486228096
841,1785706254205411895
842,1786497963857011442
843,1787754133032734541
844,1789177240907584398
845,1790187884365904545
846,1792363537541173004
847,1793918388613704775
848,1795021643557954743
849,1796668127343325347
850,1797919180159543193
851,1798108390257779633
852,1800069112263579249
853,1800659679962867081
854,1801124176003539574
855,1806448849721946109
856,1809883586493565669
857,1810460175448620453
858,1811897036073612595
859,1817425571727527527
860,1817512005491221699
861,1819375827262332349
862,1822337866375896217
863,1825426648497279432
864,1827367504320346844
865,1827870323815269080
866,1827881359129696998
867,1829265841065600722
868,1832324458544458086
869,1835595753179584238
870,1840331513654932593
871,1847007318037547943
872,1857798684398204189
873,1862799980904001516
874,1872055744625430609
875,1873236796969975643
876,1874614641566424616
877,1876969419501260211
878,1878611185120317688
879,1878920064252833656
880,1880286694886538863
881,1884148235868725159
882,1884667925031290652
883,1884971368604146018
884,1888851982070575759
885,1890640463016657473
886,1897695650031983685
887,1898123777985199061
888,1898886588434882108
889,1902222475061647089
890,1902278501646486891
891,1908158272843485880
892,1910707047746008038
893,1911389309182739307
894,1912953268139775267
895,1916786174392622657
896,1917073147816049202
897,1917710498273152056
898,1918474961126844322
899,1921159970181976478
900,1922621397786200588
901,1923132056850294204
902,1925114254401613533
903,1931368499363049429
904,1935106525155591801
905,1935242964462409638
906,1936111173860373298
907,1937057602615205119
908,1940305617416084838
909,1944053329248815906
910,1945056345923410206
911,1945546853915640822
912,1948407461029329800
913,1949675760223211225
914,1953682170798913701
915,1957722489532029934
916,1967257116970526635
917,1968135014241033107
918,1970135562192896710
919,1970485718269624815
920,1971592055203867749
921,1973207392345114433
922,1973679377783050926
923,1976975183446652265
924,1978142553468855217
925,1978866369410783414
926,1979624513481653187
927,1979971599594936206
928,1982774143534992629
929,1983562096502518210
930,1984702280143168725
931,1984853786002199111
932,1985650454081329742
933,1991030998864750262
934,1991523095199604991
935,1991633013423608886
936,1992188036217527196
937,1992559455843671015
938,1992687079993465619
939,1995246069223796653
940,1995378291829861003
941,2000718255433510353
942,2004261717862892871
943,2004350137295064434
944,2004543137008645427
945,2005026732515897319
946,2008651129631525612
947,2009549585053347038
948,2014447065747628748
949,2014517327739336327
950,2014926591835729150
951,2015304428502199749
952,2017768451927213422
953,2019310977327512133
954,2022467408790865424
955,2025041551283525365
956,2028597361620073011
957,2028894733574086703
958,2029239123325645810
959,2029640501616982908
960,2030565373839520727
961,2030711878919426303
962,2033832536513238728
963,2034967003223057810
964,2035208763274301821
965,2035719976982124342
966,2038304433945528134
967,2038753167640787571
968,2038977061201198609
969,2040235811206207695
970,2042259012029182446
971,2042876545783859918
972,2046159412265064448
973,2048649772533853149
974,2048939177297682428
975,2049358056104981705
976,2049648668384279985
977,2049882673718118513
978,2053300522225864809
979,2056611359179801995
980,2057399143467565830
981,2057625221370103159
982,2060926392786913282
983,2061048884917260553
984,2061919250774800322
985,2064596140166244737
986,2065716892060412652
987,2067127075306247896
988,2068075643626702927
989,2072864592677479206
990,2073054897122949749
991,2075154927074249691
992,2076395068296765863
993,2076813343841836765
994,2078109993001717864
995,2078747829969465976
996,2082432161060444972
997,2086055872243292986
998,2087446667449516869
999,2088922845022239171
1000,2090222297840167196
1001,2091261358546024885
1002,2093092244946486007
1003,2093602317253893213
1004,2095248136407806741
1005,2099724710968165897
1006,2099743157500157988
1007,2100380584596237984
1008,2101487457511754297
1009,2102701543901480730
1010,2104207261615753221
1011,2105018106916088859
1012,2105831711682503973
1013,2107709765130171219
1014,2108296691048733185
1015,2110495467059558025
1016,2112011071534578981
1017,2115039027776337527
1018,2118012498128153474
1019,2118062997757830461
1020,2119056432677348447
1021,2120312966246286826
1022,2120809202900798740
1023,2121696471873227198
1024,2122701359629715954
1025,2123300493991499731
1026,2124228730281941707
1027,2126646250834711895
1028,2128061529290561355
1029,2133805088856025225
1030,2133918785319954488
1031,2137446092332066210
1032,2138670086048088294
1033,2139756995679439621
1034,2139804758309619983
1035,2142134101488809779
1036,2142168321072496862
1037,2142797710793385756
1038,2143305134927328177
1039,2143534529707079569
1040,2145325313169941591
1041,2145428816235629133
1042,2149513146172359554
1043,2149572917676603309
1044,2149763943805071199
1045,2150658811121146450
1046,2156483386671523306
1047,2156770255631224701
1048,2157054032056613958
1049,2159973730627344055
1050,2163832921156152043
1051,2165153790120963215
1052,2169054220845929793
1053,2171463745675684050
1054,2172943656966068627
1055,2175438274273907206
1056,2175555490465452439
1057,2176143499734538791
1058,2180116994145442398
1059,2181602755392831307
1060,2181717068029532214
1061,2184268371530731305
1062,2185536282589508174
1063,2185799295336998141
1064,2185816944451007690
1065,2189932026749676706
1066,2190375099357207267
1067,2192225431724220404
1068,2192423426394671140
1069,2196697359737071786
1070,2199448298752320849
1071,2199832723511508918
1072,2200964601300283370
1073,2204600954658576377
1074,2204753823214467975
1075,2205912500796874769
1076,2206321185517243875
1077,2208263761347543350
1078,2208541639480075239
1079,2211221235925063032
1080,2211626986807648119
1081,2213885535364049928
1082,2216899742958853690
1083,2220244985729128125
1084,2223707089417418030
1085,2224825763569083873
1086,2228742402696730123
1087,2233308604157765694
1088,2236944361564604276
1089,2237701130917037728
1090,2237746294866882195
1091,2242419260466608763
1092,2243724768866228306
1093,2245212058837562813
1094,2248375834965230442
1095,2250409300258915934
1096,2251259246322361938
1097,2254124910820254042
1098,2257816286945818848
1099,2258297095458225933
1100,2260056677988666896
1101,2261172298473554787
1102,2263235419006723302
1103,2266001627373411713
1104,2266420486308624468
1105,2269345817877942595
1106,2273546346656052377
1107,2278613112754793848
1108,2279884426568129423
1109,2280219596148067748
1110,2282168074985648973
1111,2284388033979889101
1112,2285436471425065929
1113,2287908015057824404
1114,2288648737126522506
1115,2288663721432861239
1116,2288840077750315207
1117,2290879938827912383
1118,2291723283328138242
1119,2292385096299765469
1120,2293628479104532522
1121,2294219846154435394
1122,2295776189427743248
1123,2299063743435147630
1124,2302346788010576087
1125,2302351811195187635
1126,2308701972520130665
1127,2309627644217556647
1128,2310137865477914932
1129,2310198557807959309
1130,2310422100159124091
1131,2312715323276496186
1132,2313242358964064251
1133,2313356099084226297
1134,2314335166385293801
1135,2323901244020428511
1136,2329790939962756933
1137,2331628899660246048
1138,2333218063089501470
1139,2339173559312671343
1140,2345969788888993834
1141,2346929294902422534
1142,2351507850313794437
1143,2356828770089065373
1144,2357310546772259963
1145,2358225876372708503
1146,2360898784846065798
1147,2361058636288555302
1148,2363410527109866675
1149,2365528351394808698
1150,2366290288102197766
1151,2366294047809477838
1152,2367405892052276233
1153,2368011462751462739
1154,2370337585965245383
1155,2371744505906938148
1156,2373908378320309345
1157,2374284547000184745
1158,2380552421720741002
1159,2386385014193203589
1160,2390444238758216118
1161,2390501854973533787
1162,2391186221890142426
1163,2392031624590233318
1164,2394927304722947781
1165,2395238636494999287
1166,2397047049465219812
1167,2398028445815633922
1168,2399294675562364721
1169,2400743210309293783
1170,2401808969249659957
1171,2402234692516700970
1172,2406241335104620381
1173,2406522680296639452
1174,2407015609436473725
1175,2407458224345363019
1176,2413702285436025267
1177,2416974867738156693
1178,2422072516083111670
1179,2426267239701874023
1180,2427772322764892668
1181,2429896404919298277
1182,2435730663885194720
1183,2438321012434386783
1184,2441746423127206352
1185,2442728708795852174
1186,2448048056427020601
1187,2453108774815528465
1188,2456548714910174879
1189,2458343249570577435
1190,2460527789811354688
1191,2462699969993968240
1192,2464987085293628830
1193,2465046516488798122
1194,2465166027165082667
1195,2466132307976478052
1196,2466231884498608295
1197,2468293812998616963
1198,2469749945012107766
1199,2471114946970806081
1200,2472670470589042764
1201,2476511870985459874
1202,2478085357202846393
1203,2484890345433669915
1204,2490236144394140304
1205,2490851154493448731
1206,2491128665147262737
1207,2494876944524928385
1208,2495731341085316570
1209,2496452402160714641
1210,2497373465386679796
1211,2497562252757481855
1212,2505966176976905708
1213,2507205503535064484
1214,2510335462647650584
1215,2512611056781155789
1216,2514390238914043437
1217,2518772131228948773
1218,2524476892862279737
1219,2524998064316323306
1220,2525791671504659554
1221,2526636414546572115
1222,2529126884290937034
1223,2529189685832142554
1224,2530846239134519060
1225,2533552205011506577
1226,2533930806690096737
1227,2534792512358181867
1228,2538531258023805606
1229,2543747711252510197
1230,2547294521392031212
1231,2548111098238929518
1232,2549700392790937062
1233,2550241598044625074
1234,2550866620148424830
1235,2554681107824894321
1236,2558356120911531391
1237,2558586951537801343
1238,2559167291022191601
1239,2559703176848045980
1240,2560326660663975958
1241,2561954007731029902
1242,2566144157025796317
1243,2566418864836692902
1244,2572468333454720686
1245,2575161018907032129
1246,2576967484470851118
1247,2577835396907531600
1248,2584842415747126946
1249,2585538128793201478
1250,2586667181029627589
1251,2587240060616111338
1252,2591430645920966800
1253,2594293364267104712
1254,2596714373042421142
1255,2597773192306466868
1256,2599966145016467279
1257,2602899471842146138
1258,2603495724745850407
1259,2604691135429543740
1260,2605224332690314007
1261,2607213653094860088
1262,2612499525620347504
1263,2612882678890765914
1264,2617994330033900575
1265,2618935644328012542
1266,2619302978522091217
1267,2620484692090182652
1268,2622696818729757179
1269,2623054947121628493
1270,2623581806784311957
1271,2624137669522434424
1272,2624415276283931716
1273,2624542302624892372
1274,2627442556146692764
1275,2628354545958841650
1276,2629316272117060288
1277,2640470573883991156
1278,2644347022168887065
1279,2644748239424731563
1280,2650329905982546391
1281,2655737513960051693
1282,2658194420260079132
1283,2659864559657282026
1284,2660180352212246115
1285,2661353416784889153
1286,2661845162372453407
1287,2663169981216715414
1288,2665036201791196681
1289,2671295420276167845
1290,2671970901698068294
1291,2672178104604231313
1292,2673668498642720219
1293,2679510102155336850
1294,2680126408411622936
1295,2680461263341934439
1296,2680668566326591010
1297,2682007696605692330
1298,2687192337271758226
1299,2697646210615821157
1300,2701633930087335294
1301,2702113062265421487
1302,2703434311734634646
1303,2705516095513973212
1304,2707707094893329116
1305,2708661142686420131
1306,2710724495893679994
1307,2715502099625454657
1308,2718865978294747100
1309,2718916913550642601
1310,2727457760159182564
1311,2728905812032554281
1312,2731083214332136686
1313,2735563772373573817
1314,2740381752935970885
1315,2741881404104903741
1316,2742044491836030724
1317,2743948071034058785
1318,2745497963180913332
1319,2746342469694885862
1320,2751286990135509627
1321,2751733284844621425
1322,2752051733538033644
1323,2752272997901322150
1324,2752512616599601924
1325,2752609035626839090
1326,2755674118567743645
1327,2756511339352338741
1328,2757125697726529263
1329,2757644313811230959
1330,2759726175909714490
1331,2760437220703220410
1332,2765184088537285596
1333,2766739152374032202
1334,2769023191020333464
1335,2769499606781658157
1336,2772855700866985502
1337,2773702583585550879
1338,2773927758800273037
1339,2774905472041507709
1340,2777141261109969302
1341,2777284523013041632
1342,2783914060113334101
1343,2784820842162056034
1344,2785847791735316597
1345,2785971995594599443
1346,2786694603684753884
1347,2790506299444674902
1348,2791887340876089120
1349,2792166265604836336
1350,2794506938259643433
1351,2797537155758661809
1352,2807485930988510693
1353,2808506061833588858
1354,2809968233386562418
1355,2810892271126973616
1356,2814311307002173250
1357,2814671904343573210
1358,2817066701968798511
1359,2817619177920971888
1360,2819492106987659886
1361,2819685339224491949
1362,2826647834567567911
1363,2829858302973181183
1364,2831095003813330397
1365,2836975619421732745
1366,2839755267460823484
1367,2841107056949622900
1368,2843101436516006611
1369,2844055005623258445
1370,2845452489586543052
1371,2845958226285970078
1372,2846795324604406352
1373,2847383600388087473
1374,2849012800039787429
1375,2850167293395836348
1376,2852636790734032330
1377,2852690519839351372
1378,2852807889614668112
1379,2854769734927211928
1380,2855963622860216594
1381,2858311889547396814
1382,2858438944517630008
1383,2860837975457666118
1384,2869161130909803921
1385,2870687794408744293
1386,2875615497137528391
1387,2876004420777167511
1388,2879211919161840983
1389,2881139121219053276
1390,2882857669359874335
1391,2884870794973819801
1392,2887275182070773145
1393,2887712561718168546
1394,2893663393920422960
1395,2894036864157833769
1396,2898143434655603971
1397,2898668204267977263
1398,2902056227041133249
1399,2903658132418732607
1400,2905271324709138321
1401,2906580050359407844
1402,2908386584768546847
1403,2909579944802158552
1404,2915541669625548457
